include,done,id,class,species,species by,species syn,species syn by,species alt,new name,TCM,historic,POWO,IPNI,TPL,GBIF,TROP,EOL,WFO,NCBI,NCBI id,family,Wyk name,Amar name,Hu name,other name,plant part used,region of origin,country code,lat,lon,source,macroarea,area,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,Taste/Smell,Heat,Major uses,Culinary,Medicinal,pharmaceutical,Pharma en,TCM2,ECMM,Hu zh,Hu en,Köhler,Wyk,Hu,Words,Notes,Britannica,English,En alt,Plant name,Chinese WN,Chinese Wiki,Chinese simp.,FOC,Chinese,Ch transliteration,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Column1,Indonesian,Malay,Persian,Column2
out,,,,Garcinia indica,,,,,,,,,,,,,,,,,Clusiaceae,kokam; kokum,,,,fruit peel,Ind,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Garcinia xanthochymus,,,,,,,,,,,,,,,,,Clusiaceae,gamboges; mundu,,,,fruit,N Ind,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Gardenia augusta,,,,,,,,,,,,,,,,,Rubiaceae,gardenia; Cape jasmine,,,,flower; fruit,China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Gaultheria procumbens,,,,,,,,,,,,,,,,,Ericaceae,alpine wintergreen; creeping wintergreen,,,,essential oil,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Gentiana lutea,,,,,,,,,,,,,,,,,Gentianaceae,yellow gentian; bitter root,,,,rhizome,Eur; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Geum urbanum,,,,,,,,,,,,,,,,,Rosaceae,clove root; herb bennet; wood avens,,,,root,Eur; As; N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ginkgo biloba,,,,,,,,,,,,,,,,,Ginkgoaceae,gingko; maidenhair tree,,,,seeds,E China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Glechoma hederacea,,,,,,,,,,,,,,,,,Lamiaceae,alehoof; gill over the ground; ground ivy,,,,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Glehnia litoralis,,,,,,,,,,,,,,,,,Apiaceae,cork wing,,,,leaf,NE As; N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Globba marantina,,,,,,,,,,,,,,,,,Zingiberaceae,kapulaga ambon; halia utan; bonelau,,,,rhizome; herb,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Glycine max,,,,,,,,,,,,,,,,,Leguminosae,soybean; soya bean; soya,,,,seed,As; E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Glycyrrhiza echinata,,,,,,,,,,,,,,,,,Leguminosae,Roman liquorice,,,,rhizome,S Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Glycyrrhiza lepidota,,,,,,,,,,,,,,,,,Leguminosae,American licorice,,,,rhizome,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Glycyrrhiza uralensis,,,,,,,,,,,,,,,,,Leguminosae,Chinese licorice; Manchurian liquorice,,,,root,China; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Gnetum gnemon,,,,,,,,,,,,,,,,,Gnetaceae,melinjo; belinjo,,,,leaf,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Guajacum officinale,,,,,,,,,,,,,,,,,Zygophyllaceae,lignum vitae,,,,wood; resin,C Am; S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Guajacum sanctum,,,,,,,,,,,,,,,,,Zygophyllaceae,holywood; lignum vitae,,,,wood; resin,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Hedeoma pulegioides,,,,,,,,,,,,,,,,,Lamiaceae,American (false) pennyroyal; mosquito plant; pennyroyal; squaw mint; tickweed,,,,leaf,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Helichrysum italicum,,,,,,,,,,,,,,,,,Asteraceae,curry plant; Italian everlasting; immortelle,,,,herb,Med; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Hemerocallis aurantiaca,,,,,,,,,,,,,,,,,Hemerocallidaceae,orange day lily,,,,flower,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Hemerocallis citrina,,,,,,,,,,,,,,,,,Hemerocallidaceae,lemon day lily,,,,flower,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Hemerocallis fulva,,,,,,,,,,,,,,,,,Hemerocallidaceae,fulvous day lily; golden needles; orange needles; tawny day lily,,,,flower,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Hemerocallis lilioasphodelus,,,,,,,,,,,,,,,,,Hemerocallidaceae,lemon day lily; yellow day lily,,,,flower,E Siberia; Jap,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Hemerocallis minor,,,,,,,,,,,,,,,,,Hemerocallidaceae,dwarf yellow day lily; grass leaf day lily; little day lily,,,,flower,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Hemidesmus indicus,,,,,,,,,,,,,,,,,Asclepiadeceae,Indian sarsaparilla; nunnery root,,,,root,S Ind; SE As; Malay,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Heracleum persicum,,,,,,,,,,,,,,,,,Apiaceae,golpar; Persian cow-parsley,,,,seed,Iran,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Hesperethusa crenulata,,,,,,,,,,,,,,,,,Rutaceae,beli; tondsha; tor elaga; nayvila; nayibullal,,,,fruit,Indomal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Heterotheca inuloides,,,,,,,,,,,,,,,,,Asteraceae,false golden aster; Mexican arnica,,,,flower,S & N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Hibiscus sabdariffa,,,,,,,,,,,,,,,,,Malvaceae,roselle; hibiscus; karkade; Jamaica sorrel,,,,calyx,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Hierochloe odorata,,,,,,,,,,,,,,,,,Poaceae,holy grass; manna grass; seneca grass; sweet grass; vanilla grass,,,,leaf,Eur; As; N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Houttuynia cordata,,,,,,,,,,,,,,,,,Saururaceae,fishwort; fish mint; saururis; heart leaf,,,,leaf; herb,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Humulus lupulus,,,,,,,,,,,,,,,,,Cannabaceae,hop; hops,,,,female flowers,Eur; As; N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Hypericum perforatum,,,,,,,,,,,,,,,,,Hypericaceae,St John’s wort,,,,herb,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Hyptis spicigera,,,,,,,,,,,,,,,,,Lamiaceae,black sesame; black beni seed; bush mint,,,,seed,Am; Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Hyptis suaveolens,,,,,,,,,,,,,,,,,Lamiaceae,Indian horehound; wild spikenard,,,,leaf,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Inula helenium,,,,,,,,,,,,,,,,,Asteraceae,elecampane; scabwort; velvet dock,,,,rhizome,As; Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Iris germanica,,,,,,,,,,,,,,,,,Iridaceae,flag iris; common iris; German iris; orris,,,,rhizome,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Jasminum officinale,,,,,,,,,,,,,,,,,Oleaceae,white jasmine; jessamine,,,,flower,Himal; SW China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Jasminum sambac,,,,,,,,,,,,,,,,,Oleaceae,Arabian jasmine; biblical jasmine; samba,,,,flower,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Juglans nigra,,,,,,,,,,,,,,,,,Juglandaceae,black walnut,,,,seed,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Juglans regia,,,,,,,,,,,,,,,,,Juglandaceae,walnut; English walnut; Persian walnut,,,,seed,C As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Juniperus communis,,,,,,,,,,,,,,,,,Cupressaceae,juniper,,,,fruit,As; Eur; N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Juniperus virginiana,,,,,,,,,,,,,,,,,Cupressaceae,Virginian cedar; pencil cedar; eastern red cedar,,,,fruit,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Kaempferia galanga,,,,,,,,,,,,,,,,,Zingiberaceae,small galangal; kencur; sha jiang,,,,rhizome; leaf,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Krameria lappacea,,,,,,,,,,,,,,,,,Krameriaceae,rhatany; Peruvian rhatany,,,,root,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lactuca sativa,,,,,,,,,,,,,,,,,Asteraceae,lettuce,,,,leaf,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lantana camara,,,,,,,,,,,,,,,,,Verbenaceae,lantana; red sage; sherry pie; shrub verbena,,,,leaf,C Am; S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Laser trilobum,,,,,,,,,,,,,,,,,Apiaceae,laserwort,,,,fruit,Eur; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Laserpitium siler,,,,,,,,,,,,,,,,,Apiaceae,laserwort,,,,fruit; root,N Afr; C & S Eu,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lavandula × intermedia,,,,,,,,,,,,,,,,,Lamiaceae,lavandin; Dutch lavender,,,,herb,cultigen,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lavandula dentata,,,,,,,,,,,,,,,,,Lamiaceae,French lavender,,,,herb,Med; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lavandula latifolia,,,,,,,,,,,,,,,,,Lamiaceae,broadleaf lavender; spike lavender; spikenard; broad-leaf lavender,,,,herb,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lavandula stoechas,,,,,,,,,,,,,,,,,Lamiaceae,Spanish lavender; Arabian lavender; French lavender; Italian lavender,,,,herb,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lepidium draba,,,,,,,,,,,,,,,,,Brassicaceae,hoary cress; whitetop,,,,leaf; seed,Med; Euras,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lepidium latifolium,,,,,,,,,,,,,,,,,Brassicaceae,dittander; perennial peppergrass,,,,fresh herb,Eur; Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lepidium sativum,,,,,,,,,,,,,,,,,Brassicaceae,cress; garden cress; pepper grass,,,,fresh leaf,N Afr; W & C As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Leptospermum citratum,,,,,,,,,,,,,,,,,Myrtaceae,lemon-scented tea,,,,leaf,Aus,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Leucas zeylanica,,,,,,,,,,,,,,,,,Lamiaceae,Ceylon leucas; admiration herb,,,,leaf,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Limnophila aromatica,,,,,,,,,,,,,,,,,Plantaginaceae,rice-paddy weed,,,,herb,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Limnophila rugosa,,,,,,,,,,,,,,,,,Plantaginaceae,hades; selaseh; ayer; selaseh banyu,,,,leaf; herb,Trop OW; Pac,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lippia adoensis,,,,,,,,,,,,,,,,,Verbenaceae,koseret,,,,herb,E Afr (Ethiopia),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lippia alba,,,,,,,,,,,,,,,,,Verbenaceae,white oregano,,,,leaf; herb,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lippia dulcis,,,,,,,,,,,,,,,,,Verbenaceae,Mexican lippia; yerba dulce,,,,leaf; herb,C Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lippia graveolens,,,,,,,,,,,,,,,,,Verbenaceae,Mexican oregano; American oregano; Mexican sage; mintweed,,,,leaf; herb,S Am; N Am; C Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lippia javanica,,,,,,,,,,,,,,,,,Verbenaceae,fever tea,,,,leaf; herb,Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lippia micromera,,,,,,,,,,,,,,,,,Verbenaceae,Spanish thyme; Puerto Rico oregano,,,,leaf; herb,N Am; S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lippia multiflora,,,,,,,,,,,,,,,,,Verbenaceae,Gambian tea bush,,,,leaf,Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Litsea cubeba,,,,,,,,,,,,,,,,,Lauraceae,mountain pepper; pheasant-pepper,,,,fruit,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Litsea japonica,,,,,,,,,,,,,,,,,Lauraceae,Japanese mountain pepper,,,,fruit,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Litsea pipericarpa,,,,,,,,,,,,,,,,,Lauraceae,kulit antarsa; kulit pulaga,,,,fruit,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Lycopersicon esculentum,,,,,,,,,,,,,,,,,Solanaceae,tomato,,,,fruit,C Am; S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mammea americana,,,,,,,,,,,,,,,,,Guttiferae,mammee; mammee-apple,,,,flower,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mangifera indica,,,,,,,,,,,,,,,,,Anacardiaceae,mango (amchur; amchoor),,,,fruit,Ind; Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mangifera odorata,,,,,,,,,,,,,,,,,Anacardiaceae,kurwini mango; saipan mango,,,,fruit,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Matricaria recutita,,,,,,,,,,,,,,,,,Asteraceae,German chamomile,,,,herb,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mediasia macrophylla,,,,,,,,,,,,,,,,,Apiaceae,pamir; large-leaved mediasia,,,,fruit,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha × cordifolia,,,,,,,,,,,,,,,,,Lamiaceae,Kentucky spearmint,,,,herb,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha × gracilis,,,,,,,,,,,,,,,,,Lamiaceae,Scotch mint; Scotch spearmint; ginger mint,,,,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha × piperita,,,,,,,,,,,,,,,,,Lamiaceae,peppermint,,,,leaf; herb,cultigen (Britain),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha × piperita ‘citrata’,,,,,,,,,,,,,,,,,Lamiaceae,bergamot mint; eau de Cologne mint; lemon mint; orange mint,,,,fresh leaf,Britain,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha × rotundifolia,,,,,,,,,,,,,,,,,Lamiaceae,round-leaved mint; false apple mint,,,,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha × smithiana,,,,,,,,,,,,,,,,,Lamiaceae,red mint; bergamot mint,,,,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha × villosa,,,,,,,,,,,,,,,,,Lamiaceae,bowl mint; apple mint; woolly mint,,,,leaf,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha alopecuroides,,,,,,,,,,,,,,,,,Lamiaceae,apple mint; bowl mint,,,,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha aquatica,,,,,,,,,,,,,,,,,Lamiaceae,water mint,,,,leaf; herb,Eur; Afr; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha arvensis,,,,,,,,,,,,,,,,,Lamiaceae,corn mint; field mint; Japanese mint,,,,leaf; herb,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha haplocalyx,,,,,,,,,,,,,,,,,Lamiaceae,Japanese peppermint,,,,herb,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha longifolia,,,,,,,,,,,,,,,,,Lamiaceae,horse mint; long-leaf mint,,,,herb,Eur; As; Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha pulegium,,,,,,,,,,,,,,,,,Lamiaceae,pennyroyal; pudding grass,,,,leaf; herb,Eur; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha requienii,,,,,,,,,,,,,,,,,Lamiaceae,Corsican mint; menthella,,,,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha spicata,,,,,,,,,,,,,,,,,Lamiaceae,spearmint; garden mint; crisp mint; green mint; lamb mint,,,,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mentha suaveolens,,,,,,,,,,,,,,,,,Lamiaceae,apple mint; pineapple mint,,,,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Menyanthes trifoliata,,,,,,,,,,,,,,,,,Menyanthaceae,bogbean; bogmyrtle; marsh-clover; marshtrefoil; water trefoil,,,,leaf,Eur; N Am; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Merremia dissecta,,,,,,,,,,,,,,,,,Convolvulaceae,alamo vine; dissected merremia,,,,leaf,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Meum athamanticum,,,,,,,,,,,,,,,,,Apiaceae,baldmoney; bearwort; meu; spignel,,,,root; leaf,N Afr; Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Michelia champaca,,,,,,,,,,,,,,,,,Magnoliaceae,golden champa; yellow champa,,,,flower,C As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Micromeria fruticosa,,,,,,,,,,,,,,,,,Lamiaceae,talmud widder hyssop; tea hyssop,,,,herb,E Med; Israel,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Minthostachys mollis,,,,,,,,,,,,,,,,,Lamiaceae,Ecuadorian mint; tipo leaf,,,,leaf; herb,N Andes,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
