include,done,symp,id,class,desc,species,species by,species syn,species syn by,species alt,POWO,IPNI,TPL,GBIF,TROP,EOL,WFO,NCBI,NCBI id,family,Wyk name,Amar name,Hu name,other name,plant part used,region of origin,country code,lat,lon,source,macroarea,area,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,usage,TCM,TCM DB,Ayurveda,taste/smell,heat,Major uses,Culinary,Medicinal,Köhler,Wyk,Hu,Words,Notes,Britannica,English,En alt,Plant name,Chinese WN,Chinese Wiki,Chinese simp.,FOC,Chinese,Ch transliteration,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Indonesian,Malay,Persian,pharmaceutical,pharma en,TCM name,ECMM,medicinal group,meridian,action,Hu zh,Hu en,Extra
out,,,Common Curculigo Rhizome,medicine,Dried rhizome of Curculigo orchioides Gaertn. (Fam. Amaryllidaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,仙茅,xiānmáo,sin1 maau4 ,,,,,,,,,,,,,,,,,Curculiginis Rhizoma,,,,Yang-tonifying medicinal,pungent; hot; toxic,"Kidney, Liver, Spleen",,,
out,,,Common Dayflower Herb,medicine,Dried aerial part of Commelina communis L. (Fam. Commelinaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,鴨跖草,yāzhícǎo,aap3 ? cou2 ,,,,,,,,,,,,,,,,,Commelinae Herba,,,,Heat-clearing and fire-purging medicinal,"sweet, bland; cold","Lung, Small intestine, Stomach",,,
out,,,Common Ducksmeat Herb,medicine,Dried herb of Spirodela polyrrhiza (L.) Schleid (Fam. Lemnaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,浮萍,fúpíng,fau4 ping4 ,,,,,,,,,,,,,,,,,Spirodelae Herba,,,,Wind-heat dispersing medicinal,pungent; cold,Lung,,,
out,,,Common Floweringqince Fruit,medicine,Dried nearly ripe fruit of Chaenomeles speciosa (Sweet) Nakai (Fam. Rosaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,木瓜,mùguā,muk6 gwaa1 ,,,,,,,,,,,,,,,,,Chaenomelis Fructus,,,,Wind-dampness-dispelling and cold-dispersing medicinal,sour; warm,"Liver, Spleen",,,
out,,,"Common Heron's Bill Herb, Wilford Granesbill Herb",medicine,"Dried aerial part of Erodium stephanianum Willd., Greranium wilfordii Maxim. or Geranuium carolinianum L. (Fam. Geraniaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,老鸛草,lǎoguàncǎo,lou5 gun3 cou2 ,,,,,,,,,,,,,,,,,"Erodii Herba, Geranii Herba",,,,Wind-dampness-dispelling and cold-dispersing medicinal,"pungent, bitter; neutral","Liver, Kidney, Spleen",,,
out,,,Common Knotgrass Herb,medicine,Dried aerial part of Polygonum aviculare L. (Fam. Polygonaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,萹蓄,piānxù,? cuk1 ,,,,,,,,,,,,,,,,,Polygoni Avicularis Herba,,,,Strangury-relieving diuretic medicinal,bitter; slightly cold,Bladder,,,
out,,,Common Rush,medicine,Dried stem pith of Juncus effusus L. (Fam. Juncaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,燈心草,dēngxīncǎo,dang1 sam1 cou2 ,,,,,,,,,,,,,,,,,Junci Medulla,,,,Strangury-relieving diuretic medicinal,"sweet, bland; slightly cold","Heart, Lung, Small intestine",,,
out,,,Common Scouring Rush Herb,medicine,Dried aerial part of Equisetum hiemale L. (Fam. Equisetaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,木賊,mùzéi,muk6 caak6 ,,,,,,,,,,,,,,,,,Equiseti Hiemalis Herba,,,,Wind-heat dispersing medicinal,"sweet, bitter; neutral","Lung, Liver",,,
out,,,Common Selfheal Fruit-Spike,medicine,Dried fruit-spike of Prunella vulgaris L. (Fam. Labiatae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,夏枯草,xiàkūcǎo,haa6 fu1 cou2 ,,,,,,,,,,,,,,,,,Prunellae Spica,,,,Heat-clearing and fire-purging medicinal,"pungent, bitter; cold","Liver, Gallbladder",,,
out,,,Common Yam Rhizome,medicine,Dried rhizome of Dioscorea opposita Thunb. (Fam. Dioscoreaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,山藥,shānyào,saan1 joek6 ,,,,,,,,,,,,,,,,,Dioscoreae Rhizoma,,,,Qi-tonifying medicinal,sweet; neutral,"Spleen, Lung, Kidney",,,
out,,,Cordyceps,medicine,"Composite consisting of the stroma of fungus, Cordyceps sinensis (BerK.) Sacc. (Fam. Hypocreaceae), parasitized on the larva of some species of insects (Fam. Hepialidae), and the dead caterpillar",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,冬蟲夏草,dōngchóngxiàcǎo,dung1 cung4 haa6 cou2 ,,,,,,,,,,,,,,,,,Chinese Caterpillar Fungus,,,,Yang-tonifying medicinal,sweet; neutral,"Lung, Kidney",,,
in,,,coriander,spice; herb,,Coriandrum sativum,L.,,,,https://powo.science.kew.org/taxon/840760-1,,http://www.theplantlist.org/tpl1.1/record/kew-2737546,,,,,,4047,Apiaceae/Umbelliferae,coriander; cilantro; Chinese parsley,,,,fruit; leaf,Mediterranean; W. Asia; India,,35.0,39.0,van_wyk_culinary_2016,Asia,West Asia,"Afghanistan, Iran, Lebanon-Syria, North Caucasus, Pakistan, Palestine, Saudi Arabia, Sinai, Transcaucasus, Turkey",10,"Algeria, Amur, Andaman Is., Angola, Argentina Northeast, Argentina Northwest, Argentina South, Arizona, Assam, Austria, Azores, Baltic States, Bangladesh, Belarus, Belgium, Borneo, Brazil South, Bulgaria, California, Cambodia, Cameroon, Canary Is., Cape Provinces, Cape Verde, Central European Rus, Chad, China North-Central, China South-Central, China Southeast, Colombia, Connecticut, Costa Rica, Cuba, Cyprus, Czechoslovakia, Delaware, Denmark, Dominican Republic, East European Russia, East Himalaya, Ecuador, Egypt, El Salvador, Eritrea, Ethiopia, Fiji, Finland, Florida, France, Free State, Germany, Great Britain, Greece, Guatemala, Haiti, Hawaii, Hungary, Illinois, India, Iraq, Italy, Japan, Jawa, Juan Fernández Is., Kazakhstan, Kenya, Khabarovsk, Korea, Kriti, Krym, KwaZulu-Natal, Laos, Lesser Sunda Is., Libya, Louisiana, Madeira, Malaya, Maluku, Maryland, Massachusetts, Mauritius, Mexico Central, Mexico Northwest, Michigan, Missouri, Mongolia, Montana, Morocco, Mozambique, Nepal, Nevada, New Guinea, New Jersey, New Mexico, New York, New Zealand North, New Zealand South, Nicobar Is., Norfolk Is., North Carolina, North Dakota, Northern Provinces, Norway, Nova Scotia, Ohio, Oklahoma, Ontario, Oregon, Paraguay, Pennsylvania, Peru, Philippines, Poland, Portugal, Primorye, Puerto Rico, Québec, Rhode I., Rodrigues, Romania, Réunion, Sicilia, Somalia, South Carolina, South Dakota, South European Russi, Spain, Sri Lanka, Sudan, Sulawesi, Sumatera, Sweden, Switzerland, Tadzhikistan, Tanzania, Texas, Thailand, Trinidad-Tobago, Tunisia, Turkey-in-Europe, Turkmenistan, Uganda, Ukraine, Uzbekistan, Vietnam, Virginia, Washington, West Siberia, Yugoslavia, Zimbabwe",150,160.0,15.0,"Argentina, India, Morocco, Romania, Spain, Yugoslavia",light yellow,,,,,"warm, aromatic, sweet",1,curries; anti-microbial,,,II 145,,,,,https://www.britannica.com/plant/coriander,coriander,cilantro; Chinese parsley,coriander,"原荽, 荷兰芹, 芫荽, 园荽, 洋芫荽, 番芫荽, 芫荽根茎, 胡菜, 洋香菜, 欧芹, 香菜",,芫荽,,芫荽,yán​sui,lilac-coriander,,كزبرة,kuzbara,,,koriander,,\textit{cigánypetrezselyem} [gipsy-parsley],,,,,,,,,Fructus Coriandri; Semen Coriandri,,,524; 2250,,,,胡荽 (芫荽); 芫荽仁 (芫荽子),Coriander; Coriander (seed),
out,,,costmary,,,Tanacetum balsamita,,,,,,,,,,,,,,Asteraceae,alecost; costmary,,,,herb,Eur; C As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Cowherb Seed,medicine,Dried ripe seed of Vaccaria segetailis (Neck.) Garcke (Fam. Caryophyllaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,王不留行,wángbùlíuxíng,wong4 bat1 lau4 hong4 ,,,,,,,,,,,,,,,,,Vaccariae Semen,,,,Blood-activating menstruation regulating medicinal,bitter; neutral,"Liver, Stomach",,,
out,,,Croton Fruit,medicine,Dried ripe fruit of Croton tiglium L. (Fam. Euphorbiaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,巴豆,bādòu,baa1 dau6 dau2 ,,,,,,,,,,,,,,,,,Crotonis Fructus,,,,Drastic (purgative) water-expelling medicinal,pungent; hot; strongly toxic,"Stomach, Large intestine",,,
out,,,cubeb,spice,,Piper cubeba,,Cubeba officinalis,Miq.,,,,,,,,,,,Piperaceae,cubeb pepper; tailed pepper; Java pepper,,,,unripe fruit,Indonesia,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,II 103,,,II 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in,,,cumin,spice,,Cuminum cyminum,L.,,,,https://powo.science.kew.org/taxon/840882-1,,http://www.theplantlist.org/tpl1.1/record/kew-2747364,,,,,,52462,Apiaceae/Umbelliferae,cumin,,,,fruit,W. \& C. Asia; India ,,32.0,53.0,van_wyk_culinary_2018,Asia,West Asia,"Afghanistan, Iran, Iraq",3,"Algeria, Andaman Is., Bangladesh, Benin, Bulgaria, East Himalaya, Eritrea, France, India, Kazakhstan, Laos, Lebanon-Syria, Libya, Massachusetts, Mexico Northeast, Morocco, Nicobar Is., Pakistan, Saudi Arabia, Sicilia, Spain, Texas, Transcaucasus, Tunisia, Uzbekistan, Xinjiang",26,29.0,8.666666666666666,"India, Iran, Lebanon",light brown,,,,,"peppery, aromatic",4,"curries, breads; colic",,,III 23,,,,,https://www.britannica.com/plant/cumin,cumin,,cumin,"阿拉伯茴香, 安息茴香, 马芹子, 孜然",,孜然,,孜然,zī​rán,,,كمون ,kammūn,,,római kömény,Roman cumin,,egyiptomi kömény [Egyiptian cumin],,,,,,jintan puteh,,Fructus Cumini,,,,,,,,,
out,,,curry leaf,,,Murraya koenigii,,,,,,,,,,,,,,Rutaceae,curry leaf,,,,leaf,Ind; Sri Lanka,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Cuttlebone,medicine,Dried internal shell of Sepiella maindroni de Rochebrune or Sepia esculenta Hoyle (Fam. Sepiidae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,海螵蛸,hǎipiāoshāo,hoi2 ? ? ,,,,,,,,,,,,,,,,,Sepiae Endoconcha,,,,Astringent medicinal,"salty, astringent; warm","Spleen, Kidney",,,
out,,,Dahurian Angelica Root,medicine,Dried root of Angelica dahurica (Fisch. Ex Hoffm.) Benth. et Hook. f. or Angelica dahurica (Fisch. Ex Hoffm.) Benth. et Hook. f. var. formosana (Boiss.) Shan et Yuan (Fam. Umbelliferae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,白芷,báizhǐ,baak6 zi2 ,,,,,,,,,,,,,,,,,Angelicae Dahuricae Radix,,,,Wind-cold-dispersing medicinal,pungent; warm,"Lung, Stomach, Large intestine",,,
out,,,Dandelion,medicine,"Dried herb of Taraxacum monolicium Hand. -Mazz., Taraxacum sinicum Kitag. or several other species of the same genus (Fam. Compositae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,蒲公英,púgōngyīng,pou4 gung1 jing1 ,,,,,,,,,,,,,,,,,Taraxaci Herba,,,,Heat-clearing and detoxicating medicinal,"sweet, bitter; cold","Liver, Stomach",,,
out,,,Danshen Root,medicine,Dried root and rhizome of Salvia miltiorrhiza Bge. (Fam. Labiatae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,丹參,dāncān,daan1 sam1 ,,,,,,,,,,,,,,,,,Salviae Miltiorrhizae Radix et Rhizoma,,,,Blood-activating menstruation regulating medicinal,bitter; slightly cold,"Liver, Heart",,,
out,,,Datura Flower,medicine,Dried flower of Datura metel L. (Fam. Solanaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,洋金花,yángjīnhuā,joeng4 gam1 faa1 ,,,,,,,,,,,,,,,,,Daturae Flos,,,,Cough-suppressing and panting-calming medicinal,pungent; warm; toxic,"Liver, Lung",,,
out,,,Decumbent Corydalis Rhizome,medicine,Dried tuber of Corydalis decumbens (Thunb.) Pers. (Fam. Papaveraceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,夏天無,xiàtiānwú,haa6 tin1 mou4 ,,,,,,,,,,,,,,,,,Corydalis Decumbentis Rhizoma,,,,Blood-activating analgesic medicinal,"bitter, slightly pungent; warm",Liver,,,
out,,,Deerhorn Glue,medicine,Solid glue prepared from horn of Cervus nippon Temminck or Cervus elaphus Linnaeus (Fam. Cervidae) by decoction and concentration,,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,鹿角膠,lùjiǎojiāo,luk6 gok3 gaau1 ,,,,,,,,,,,,,,,,,Cornus Cervi Colla,,,,Yang-tonifying medicinal,"sweet, salty; warm","Kidney, Liver",,,
out,,,Degelatined Deer-horn,medicine,Piece of antler of male Cervus nippon Temminck or Cervus elaphus Linnaeus (Fam. Cervidae) removed from gelatin,,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,鹿角霜,lùjiǎoshuāng,luk6 gok3 soeng1 ,,,,,,,,,,,,,,,,,Cornu Cervi Degelatinatum,,,,Yang-tonifying medicinal,salty; warm,"Liver, Kidney",,,
out,,,Dendrobium,medicine,"Fresh or dried stem of Dendrobium nobile Lindl., Dendrobium candidum Wall. ex Lindl. or Dendrobium fimbriatum Hook. var. oculatum Hook. and similar species (Fam. Orchidaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,石斛,shíhú,sek6 ? ,,,,,,,,,,,,,,,,,Dendrobii Caulis,,,,Yin-tonifying medicinal,sweet; slightly cold,"Kidney, Stomach",,,
out,,,Densefruit Pittany Root-bark,medicine,Dried root bark of Dictamnus dasycarpus Trurcz. (Fam. Rutaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,白鮮皮,báixiānpí,baak6 sin2 pei4 ,,,,,,,,,,,,,,,,,Dictamni Cortex,,,,Heat-clearing and dampness-drying medicinal,bitter; cold,"Spleen, Stomach, Bladder",,,
out,,,Desert Living Cistanche,medicine,Dried fleshy stem with scales of Cistanche deserticola Y.C. Ma or Cistanche tubulosa (Schrenk) Wight (Fam. Orobanchaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,肉蓯蓉,ròucōngróng,juk6 ? jung4 ,,,,,,,,,,,,,,,,,Cistanches Herba,,,,Yang-tonifying medicinal,"sweet, salty; warm","Kidney, Large intestine",,,
in,,,dill,spice; herb,,Anethum graveolens,L.,,,,https://powo.science.kew.org/taxon/837530-1,,http://www.theplantlist.org/tpl1.1/record/kew-2638934,,,,,,40922,Apiaceae/Umbelliferae,dill; Indian dill,,,,fruit; leaf,Nort Africa; West Asia,,28.0,30.0,van_wyk_culinary_2014,Med.; W. Asia,Nort Africa; West Asia,"Algeria, Chad, Cyprus, Gulf States, Iran, Lebanon-Syria, Libya, Morocco, Oman, Saudi Arabia, Tunisia",11,"Afghanistan, Alabama, Albania, Alberta, Altay, Andaman Is., Angola, Argentina Northeast, Arizona, Arkansas, Assam, Austria, Azores, Bahamas, Baleares, Baltic States, Bangladesh, Belarus, Belgium, Brazil South, Brazil Southeast, British Columbia, Bulgaria, California, Cameroon, Canary Is., Cape Verde, Cayman Is., Central European Rus, China North-Central, China South-Central, China Southeast, Connecticut, Costa Rica, Cuba, Czechoslovakia, Delaware, Denmark, Dominican Republic, East Aegean Is., East European Russia, East Himalaya, Ecuador, Eritrea, Ethiopia, Finland, France, Ghana, Great Britain, Greece, Guatemala, Haiti, Hawaii, Hungary, Illinois, India, Indiana, Iowa, Iraq, Italy, Jamaica, Kansas, Kazakhstan, Kentucky, Kenya, Kriti, Krym, Laos, Leeward Is., Louisiana, Madeira, Maine, Manitoba, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Mongolia, Montana, Mozambique, Nebraska, Nepal, Netherlands, New Jersey, New York, Nicobar Is., Niger, Nigeria, North Carolina, North Dakota, Northwest European R, Norway, Ohio, Oklahoma, Ontario, Oregon, Pakistan, Palestine, Pennsylvania, Peru, Portugal, Primorye, Puerto Rico, Québec, Rhode I., Romania, Saskatchewan, Sicilia, Somalia, South Dakota, South European Russi, Spain, Sudan, Sweden, Switzerland, Tadzhikistan, Tanzania, Texas, Thailand, Transcaucasus, Trinidad-Tobago, Turkey, Turkey-in-Europe, Ukraine, Uzbekistan, Vietnam, Virginia, Wake I., Washington, West Virginia, Windward Is., Wisconsin, Yugoslavia",134,145.0,12.181818181818182,India,greyish brown,,,,,,,,,,,,,,,https://www.britannica.com/plant/dill,dill,,,,,,,蒔蘿,shíluó,,,شبت,shibitt,,,kapor,,,,,,,,,,,Fructus Anethi,,,1261,,,,蒔蘿子,Dill,
out,,,Divaricate Saposhnikovia Root,medicine,Dried root of Saposhnikovia divaricata (Turcz.) Schischk. (Fam. Umbelliferae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,防風,fángfēng,fong4 fung1 ,,,,,,,,,,,,,,,,,Saposhnikoviae Radix,,,,Wind-cold-dispersing medicinal,"pungent, sweet; warm","Liver, Spleen, Bladder",,,
out,,,Dodder Seed,medicine,Dried ripe seed of Cuscuta chinensis Lam. (Fam. Convolvulaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,菟絲子,tùsīzǐ,? si1 zi2 ,,,,,,,,,,,,,,,,,Cuscutae Semen,,,,Yang-tonifying medicinal,sweet; warm,"Liver, Spleen, Kidney",,,
out,,,Dogbane Leaf,medicine,Dried leaf of Apcocynum venetum L. (Fam. Apocynaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,羅布麻葉,luóbùmáyè,lo4 bou3 maa4 jip6 ,,,,,,,,,,,,,,,,,Apocyni Veneti Folium,,,,Liver-pacifying and wind-extinguishing medicinal,"sweet, bitter; cool",Liver,,,
out,,,Donkey-hide Glue,medicine,Solid glue prepared from the dried or fresh skin of Equus asinus L. (Fam. Equidae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,阿膠,ājiāo,o1 gaau1 ,,,,,,,,,,,,,,,,,Corii Asini Colla,,,,Blood-tonifying medicinal,sweet; neutral,"Lung, Liver, Kidney",,,
out,,,Doubleteeth Pubescent Angelica Root,medicine,Dried root of Angelica pubescens Maxim. f. biserrata Shan et Yuan (Fam. Umbelliferae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,獨活,dúhuó,duk6 wut6 ,,,,,,,,,,,,,,,,,Angelicae Pubescentis Radix,,,,Wind-dampness-dispelling and cold-dispersing medicinal,"pungent, bitter; slightly warm","Kidney, Bladder",,,
out,,,Dried Tangerine Peel,medicine,Dried pericarp of the ripe fruit of Citrus reticulata Blanco or its cultivars (Fam. Rutaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,陳皮,chénpí,can4 pei4 ,,,,,,,,,,,,,,,,,Citri Reticulatae Pericarpium,,,,Qi-regulating medicinal,"pungent, bitter; warm","Spleen, Lung",,,
out,,,Dwarf Lilyturf Tuber,medicine,Dried root tuber of Ophiopogon japonicus (Thunb.) Ker-Gawl. (Fam. Liliaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,麥冬,màidōng,mak6 dung1 ,,,,,,,,,,,,,,,,,Ophiopogonis Radix,,,,Yin-tonifying medicinal,"slightly bitter, sweet; slightly cold","Heart, Lung, Stomach",,,
out,,,Dyers Woad Leaf,medicine,Dried leaf of Isatis indigotica Fort. (Fam. Cruciferae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,大青葉,dàqīngyè,daai6 cing1 ceng1 jip6 ,,,,,,,,,,,,,,,,,Isatidis Folium,,,,Heat-clearing and detoxicating medicinal,bitter; cold,"Heart, Stomach",,,
out,,,Earthworm,medicine,"Dried body of Pheretima aspergillum (E.Perrier), Pheretima vulgaris Chen, Pheretima guillelmi (Michaelsen) or Pheretima pectinifera Michaelsen (Fam. Megascolecidae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,地龍,dìlóng,dei6 lung4 ,,,,,,,,,,,,,,,,,Pheretima,,,,Liver-pacifying and wind-extinguishing medicinal,salty; cold,"Liver, Spleen, Bladder",,,
out,,,English Walnut Seed,medicine,Dried ripe seed of Juglans regia L. (Fam. Juglandaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,核桃仁,hétáorén,hat6 wat6 tou4 jan4 ,,,,,,,,,,,,,,,,,Juglandis Semen,,,,Yang-tonifying medicinal,sweet; warm,"Kidney, Lung, Large intestine",,,
out,,,Ephedra,medicine,Dried herbaceous stem of Ephedra sinica Stapf. Ephedra intermedina Bge. (Fam. Ephedraceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,麻黃,máhuáng,maa4 wong4 ,,,,,,,,,,,,,,,,,Ephedrae Herba,,,,Wind-cold-dispersing medicinal,"pungent, slightly bitter; warm","Lung, Bladder",,,
out,,,Ephedra Root,medicine,Dried root and rhizome of Ephedra sinica Stapf or Ephedra intermedia Schrenk et C.A.Mey. (Fam. Ephedraceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,麻黃根,máhuánggēn,maa4 wong4 gan1 ,,,,,,,,,,,,,,,,,Ephedrae Radix et Rhizoma,,,,Astringent medicinal,sweet; neutral,"Heart, Lung",,,
out,,,Epimedium Herb,medicine,"Dried aerial part of Epimedium brevicornum Maxim., Epimedium sagittatum (Sieb. et Zucc.) Maxim., Epimedium pubescens Maxim., Epimedium wushanense T.S. Ying or Epimedium koreanum Nakai (Fam. Berberidaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,淫羊藿,yínyánghuò,jam4 joeng4 ? ,,,,,,,,,,,,,,,,,Epimedii Herba,,,,Yang-tonifying medicinal,"pungent, sweet; warm","Liver, Kidney",,,
out,,,Ethiopian cardamom,,,Aframomum corrorima,,,,,,,,,,,,,,Zingiberaceae,Ethiopian cardamom; korarima,,,,seed,Trop NE Afr,,,,van_wyk_culinary_2014,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Eucommia Bark,medicine,Dried stem bark of Eucommia ulmoides Oliv. (Fam. Eucommiaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,杜仲,dùzhòng,dou6 zung6 ,,,,,,,,,,,,,,,,,Eucommiae Cortex,,,,Yang-tonifying medicinal,sweet; warm,"Liver, Kidney",,,
out,,,European Verbena Herb,medicine,Dried aerial part of Verbena officinalis L. (Fam. Verbenaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,馬鞭草,mǎbiāncǎo,maa5 bin1 cou2 ,,,,,,,,,,,,,,,,,Verbenae Herba,,,,Blood-activating trauma-curing medicinal,bitter; cool,"Liver, Spleen",,,
out,,,Exsiccated Sodium Sulfate,medicine,"Obtained from Glauber's salts by efflorescencing, containing mainly sodium sulfate (Na2SO4)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,玄明粉,xuánmíngfěn,jyun4 ming4 fan2 ,,,,,,,,,,,,,,,,,Natrii Sufas Exsiccatus,,,,Heat-clearing and detoxicating medicinal,"salty, bitter; cold","Stomach, Large intestine",,,
